college_name,program_name,degree,program_link
"College of Arts, Humanities, and Social Sciences",Ancient and Medieval Studies (Minor),Minor,https://catalog.uah.edu/#/programs/HyMHdbBH1h?bc=true&bcCurrent=Ancient%20and%20Medieval%20Studies%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Art (BA),BA,https://catalog.uah.edu/#/programs/ry1zZBS1n?bc=true&bcCurrent=Art%20(BA)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences","Art Education, 5 Years (Concentration)",Concentration,https://catalog.uah.edu/#/programs/ry1zZBS1n?bc=true&bcCurrent=Art%20Education%2C%205%20Years%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Art History (Concentration),Concentration,https://catalog.uah.edu/#/programs/ry1zZBS1n?bc=true&bcCurrent=Art%20History%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Art Studio (Concentration),Concentration,https://catalog.uah.edu/#/programs/ry1zZBS1n?bc=true&bcCurrent=Art%20Studio%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Art (BFA),BFA,https://catalog.uah.edu/#/programs/Bkez-rryh?bc=true&bcCurrent=Art%20(BFA)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Fine Arts Digital Animation (Concentration),Concentration,https://catalog.uah.edu/#/programs/Bkez-rryh?bc=true&bcCurrent=Fine%20Arts%20Digital%20Animation%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Fine Arts Drawing & Painting (Concentration),Concentration,https://catalog.uah.edu/#/programs/Bkez-rryh?bc=true&bcCurrent=Fine%20Arts%20Drawing%20%26%20Painting%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Fine Arts Graphic Design (Concentration),Concentration,https://catalog.uah.edu/#/programs/Bkez-rryh?bc=true&bcCurrent=Fine%20Arts%20Graphic%20Design%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Fine Arts Photography (Concentration),Concentration,https://catalog.uah.edu/#/programs/Bkez-rryh?bc=true&bcCurrent=Fine%20Arts%20Photography%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Fine Arts Printmaking (Concentration),Concentration,https://catalog.uah.edu/#/programs/Bkez-rryh?bc=true&bcCurrent=Fine%20Arts%20Printmaking%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Fine Arts Sculpture (Concentration),Concentration,https://catalog.uah.edu/#/programs/Bkez-rryh?bc=true&bcCurrent=Fine%20Arts%20Sculpture%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Art History (Minor),Minor,https://catalog.uah.edu/#/programs/Skg8u-rBJ2?bc=true&bcCurrent=Art%20History%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Art Studio (Minor),Minor,https://catalog.uah.edu/#/programs/ryzruWBrkh?bc=true&bcCurrent=Art%20Studio%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Audio Production and Sound Design (Minor),Minor,https://catalog.uah.edu/#/programs/SJw03r7f3?bc=true&bcCurrent=Audio%20Production%20and%20Sound%20Design%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Communication Arts (BA),BA,https://catalog.uah.edu/#/programs/ByxkfWHry2?bc=true&bcCurrent=Communication%20Arts%20(BA)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences","Communication Arts, General (Concentration)",Concentration,https://catalog.uah.edu/#/programs/ByxkfWHry2?bc=true&bcCurrent=Communication%20Arts%2C%20General%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Public Relations (Concentration),Concentration,https://catalog.uah.edu/#/programs/ByxkfWHry2?bc=true&bcCurrent=Public%20Relations%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Communication Arts (Minor),Minor,https://catalog.uah.edu/#/programs/SkBd-BBkh?bc=true&bcCurrent=Communication%20Arts%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Creative Writing (Minor),Minor,https://catalog.uah.edu/#/programs/SkZwOZrS12?bc=true&bcCurrent=Creative%20Writing%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Criminology and Intelligence Studies (Minor),Minor,https://catalog.uah.edu/#/programs/r1EOhRRJke?bc=true&bcCurrent=Criminology%20and%20Intelligence%20Studies%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Digital Fabrication (Minor),Minor,https://catalog.uah.edu/#/programs/HJn17mcAT?bc=true&bcCurrent=Digital%20Fabrication%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",English (BA),BA,https://catalog.uah.edu/#/programs/B1lGZHHkn?bc=true&bcCurrent=English%20(BA)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences","English, General (Concentration)",Concentration,https://catalog.uah.edu/#/programs/B1lGZHHkn?bc=true&bcCurrent=English%2C%20General%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences","JUMP: BA EH, English (MA)",MA,https://catalog.uah.edu/#/programs/B1lGZHHkn?bc=true&bcCurrent=JUMP%3A%20BA%20EH%2C%20English%20(MA)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Language Arts (Concentration),Concentration,https://catalog.uah.edu/#/programs/B1lGZHHkn?bc=true&bcCurrent=Language%20Arts%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",English (MA),MA,https://catalog.uah.edu/#/programs/S1gzbBr1h?bc=true&bcCurrent=English%20(MA)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Education (Concentration),Concentration,https://catalog.uah.edu/#/programs/S1gzbBr1h?bc=true&bcCurrent=Education%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences","English, General (Concentration)",Concentration,https://catalog.uah.edu/#/programs/S1gzbBr1h?bc=true&bcCurrent=English%2C%20General%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Language Arts (Concentration),Concentration,https://catalog.uah.edu/#/programs/S1gzbBr1h?bc=true&bcCurrent=Language%20Arts%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",English (Minor),Minor,https://catalog.uah.edu/#/programs/HJeS_-BSJ2?bc=true&bcCurrent=English%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Film and Media Arts (Minor),Minor,https://catalog.uah.edu/#/programs/S1UOWBSk2?bc=true&bcCurrent=Film%20and%20Media%20Arts%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Foreign Language French (Minor),Minor,https://catalog.uah.edu/#/programs/SkLuWSBJ3?bc=true&bcCurrent=Foreign%20Language%20French%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Foreign Language German (Minor),Minor,https://catalog.uah.edu/#/programs/ryeLdWHS12?bc=true&bcCurrent=Foreign%20Language%20German%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Foreign Language Russian (Minor),Minor,https://catalog.uah.edu/#/programs/HJxS_WBB12?bc=true&bcCurrent=Foreign%20Language%20Russian%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Foreign Language Spanish (Minor),Minor,https://catalog.uah.edu/#/programs/HJmrdZBH12?bc=true&bcCurrent=Foreign%20Language%20Spanish%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Foreign Languages (BA),BA,https://catalog.uah.edu/#/programs/BJggMWHrkh?bc=true&bcCurrent=Foreign%20Languages%20(BA)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Foreign Language International Trade German (Concentration),Concentration,https://catalog.uah.edu/#/programs/BJggMWHrkh?bc=true&bcCurrent=Foreign%20Language%20International%20Trade%20German%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Foreign Language International Trade Russian (Concentration),Concentration,https://catalog.uah.edu/#/programs/BJggMWHrkh?bc=true&bcCurrent=Foreign%20Language%20International%20Trade%20Russian%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Foreign Language International Trade Spanish (Concentration),Concentration,https://catalog.uah.edu/#/programs/BJggMWHrkh?bc=true&bcCurrent=Foreign%20Language%20International%20Trade%20Spanish%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences","Foreign Language, German (Concentration)",Concentration,https://catalog.uah.edu/#/programs/BJggMWHrkh?bc=true&bcCurrent=Foreign%20Language%2C%20German%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences","Foreign Language, Russian (Concentration)",Concentration,https://catalog.uah.edu/#/programs/BJggMWHrkh?bc=true&bcCurrent=Foreign%20Language%2C%20Russian%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences","Foreign Language, Spanish (Concentration)",Concentration,https://catalog.uah.edu/#/programs/BJggMWHrkh?bc=true&bcCurrent=Foreign%20Language%2C%20Spanish%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Game Design and Development (Minor),Minor,https://catalog.uah.edu/#/programs/HylBu-BHy2?bc=true&bcCurrent=Game%20Design%20and%20Development%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Global Professional Pathways (Certificate),Certificate,https://catalog.uah.edu/#/programs/ByegM-HBk2?bc=true&bcCurrent=Global%20Professional%20Pathways%20(Certificate)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Foreign Language - Arabic (Concentration),Concentration,https://catalog.uah.edu/#/programs/ByegM-HBk2?bc=true&bcCurrent=Foreign%20Language%20-%20Arabic%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Foreign Language - French (Concentration),Concentration,https://catalog.uah.edu/#/programs/ByegM-HBk2?bc=true&bcCurrent=Foreign%20Language%20-%20French%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Foreign Language - German (Concentration),Concentration,https://catalog.uah.edu/#/programs/ByegM-HBk2?bc=true&bcCurrent=Foreign%20Language%20-%20German%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Foreign Language - Japanese (Concentration),Concentration,https://catalog.uah.edu/#/programs/ByegM-HBk2?bc=true&bcCurrent=Foreign%20Language%20-%20Japanese%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Foreign Language - Russian (Concentration),Concentration,https://catalog.uah.edu/#/programs/ByegM-HBk2?bc=true&bcCurrent=Foreign%20Language%20-%20Russian%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Foreign Language - Spanish (Concentration),Concentration,https://catalog.uah.edu/#/programs/ByegM-HBk2?bc=true&bcCurrent=Foreign%20Language%20-%20Spanish%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Global Studies (Minor),Minor,https://catalog.uah.edu/#/programs/H1MIu-rB12?bc=true&bcCurrent=Global%20Studies%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",History (BA),BA,https://catalog.uah.edu/#/programs/r1ZeGZBryh?bc=true&bcCurrent=History%20(BA)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Education (Concentration),Concentration,https://catalog.uah.edu/#/programs/r1ZeGZBryh?bc=true&bcCurrent=Education%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences","History, General (Concentration)",Concentration,https://catalog.uah.edu/#/programs/r1ZeGZBryh?bc=true&bcCurrent=History%2C%20General%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences","JUMP: BA HY, History (MA)",MA,https://catalog.uah.edu/#/programs/r1ZeGZBryh?bc=true&bcCurrent=JUMP%3A%20BA%20HY%2C%20History%20(MA)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Social Science (Concentration),Concentration,https://catalog.uah.edu/#/programs/r1ZeGZBryh?bc=true&bcCurrent=Social%20Science%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",History (MA),MA,https://catalog.uah.edu/#/programs/rkMgM-rSkh?bc=true&bcCurrent=History%20(MA)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Education (Concentration),Concentration,https://catalog.uah.edu/#/programs/rkMgM-rSkh?bc=true&bcCurrent=Education%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences","History, General (Concentration)",Concentration,https://catalog.uah.edu/#/programs/rkMgM-rSkh?bc=true&bcCurrent=History%2C%20General%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Social Science (Concentration),Concentration,https://catalog.uah.edu/#/programs/rkMgM-rSkh?bc=true&bcCurrent=Social%20Science%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",History (Minor),Minor,https://catalog.uah.edu/#/programs/SybLu-HHJ3?bc=true&bcCurrent=History%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences","History, Public (Minor)",Minor,https://catalog.uah.edu/#/programs/ByK5CupG2?bc=true&bcCurrent=History%2C%20Public%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Intelligence and Security (Graduate Certificate),Graduate Certificate,https://catalog.uah.edu/#/programs/B1xfZrry2?bc=true&bcCurrent=Intelligence%20and%20Security%20(Graduate%20Certificate)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Interactive Media and Content Creation (Minor),Minor,https://catalog.uah.edu/#/programs/SJwObrHJ3?bc=true&bcCurrent=Interactive%20Media%20and%20Content%20Creation%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Justice & Equity Studies (Minor),Minor,https://catalog.uah.edu/#/programs/ryeBuZBrk3?bc=true&bcCurrent=Justice%20%26%20Equity%20Studies%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Music (BA),BA,https://catalog.uah.edu/#/programs/SylxzWHS1n?bc=true&bcCurrent=Music%20(BA)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Church Music (Concentration),Concentration,https://catalog.uah.edu/#/programs/SylxzWHS1n?bc=true&bcCurrent=Church%20Music%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Jazz (Concentration),Concentration,https://catalog.uah.edu/#/programs/SylxzWHS1n?bc=true&bcCurrent=Jazz%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences","JUMP: BA MU (Choral), Music Education - Choral (MAT PCH)",Choral,https://catalog.uah.edu/#/programs/SylxzWHS1n?bc=true&bcCurrent=JUMP%3A%20BA%20MU%20(Choral)%2C%20Music%20Education%20-%20Choral%20(MAT%20PCH)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences","JUMP: BA MU (Instrumental), Music Education - Instrumental (MAT PCH)",Instrumental,https://catalog.uah.edu/#/programs/SylxzWHS1n?bc=true&bcCurrent=JUMP%3A%20BA%20MU%20(Instrumental)%2C%20Music%20Education%20-%20Instrumental%20(MAT%20PCH)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Liberal Arts (Concentration),Concentration,https://catalog.uah.edu/#/programs/SylxzWHS1n?bc=true&bcCurrent=Liberal%20Arts%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Music Business (Concentration),Concentration,https://catalog.uah.edu/#/programs/SylxzWHS1n?bc=true&bcCurrent=Music%20Business%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Music Education (Concentration),Concentration,https://catalog.uah.edu/#/programs/SylxzWHS1n?bc=true&bcCurrent=Music%20Education%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Music Technology (Concentration),Concentration,https://catalog.uah.edu/#/programs/SylxzWHS1n?bc=true&bcCurrent=Music%20Technology%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Performance Music (Concentration),Concentration,https://catalog.uah.edu/#/programs/SylxzWHS1n?bc=true&bcCurrent=Performance%20Music%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Piano Pedagogy (Concentration),Concentration,https://catalog.uah.edu/#/programs/SylxzWHS1n?bc=true&bcCurrent=Piano%20Pedagogy%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Music (Minor),Minor,https://catalog.uah.edu/#/programs/HJWLuZrBk3?bc=true&bcCurrent=Music%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences","Music, Stage, and Screen (Minor)",Minor,https://catalog.uah.edu/#/programs/Hke8O-Sr1h?bc=true&bcCurrent=Music%2C%20Stage%2C%20and%20Screen%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Philosophy (BA),BA,https://catalog.uah.edu/#/programs/SyezWHB13?bc=true&bcCurrent=Philosophy%20(BA)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences","Philosophy, General (Concentration)",Concentration,https://catalog.uah.edu/#/programs/SyezWHB13?bc=true&bcCurrent=Philosophy%2C%20General%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Pre-Law (Concentration),Concentration,https://catalog.uah.edu/#/programs/SyezWHB13?bc=true&bcCurrent=Pre-Law%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Philosophy (Minor),Minor,https://catalog.uah.edu/#/programs/BkZBObSH1n?bc=true&bcCurrent=Philosophy%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Political Science (BA),BA,https://catalog.uah.edu/#/programs/r1lxMbrHk3?bc=true&bcCurrent=Political%20Science%20(BA)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences","JUMP: BA PSC, Public Affairs and Policy (MA)",MA,https://catalog.uah.edu/#/programs/r1lxMbrHk3?bc=true&bcCurrent=JUMP%3A%20BA%20PSC%2C%20Public%20Affairs%20and%20Policy%20(MA)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Political Science (Minor),Minor,https://catalog.uah.edu/#/programs/r1LdbSSyn?bc=true&bcCurrent=Political%20Science%20(Minor)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Pre-Law (Certificate),Certificate,https://catalog.uah.edu/#/programs/S1-lGbSBJ2?bc=true&bcCurrent=Pre-Law%20(Certificate)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Professional Studies (BA),BA,https://catalog.uah.edu/#/programs/SkTrbBSkn?bc=true&bcCurrent=Professional%20Studies%20(BA)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",General Studies (Concentration),Concentration,https://catalog.uah.edu/#/programs/SkTrbBSkn?bc=true&bcCurrent=General%20Studies%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",JUMP: BA PRO STUD (Leadership & Organizational Studies),Leadership & Organizational Studies,https://catalog.uah.edu/#/programs/SkTrbBSkn?bc=true&bcCurrent=JUMP%3A%20BA%20PRO%20STUD%20(Leadership%20%26%20Organizational%20Studies)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Leadership & Organizational Studies (Concentration),Concentration,https://catalog.uah.edu/#/programs/SkTrbBSkn?bc=true&bcCurrent=Leadership%20%26%20Organizational%20Studies%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences","Science, Technology and Society (Concentration)",Concentration,https://catalog.uah.edu/#/programs/SkTrbBSkn?bc=true&bcCurrent=Science%2C%20Technology%20and%20Society%20(Concentration)&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Psychology (BA),BA,https://catalog.uah.edu/#/programs/Hy1GZHH12?bc=true&bcCurrent=Psychology%20(BA)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences",Psychology (BS),BS,https://catalog.uah.edu/#/programs/HyhZAbgz6?bc=true&bcCurrent=Psychology%20(BS)&bcGroup=College%20of%20Arts%2C%20Humanities%2C%20and%20Social%20Sciences&bcItemType=programs
"College of Arts, Humanities, and Social Sciences","JUMP: BS PY, Psychology (MA)",MA,https://catalog.uah.edu/#/programs/HyhZAbgz6?bc=true&bcCurrent=JUMP%3A%20BS%20PY%2C%20Psychology%20(MA)&bcItemType=programs
